species,latitude,longitude,country,date
Fringilla polatzeki,27.897049,-15.70022,Spain,2022-02-20T12:52
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-02-22
Fringilla polatzeki,27.943943,-15.669804,Spain,2022-02-25
Fringilla polatzeki,27.944948,-15.677399,Spain,2022-02-24
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-03-26
Fringilla polatzeki,27.974094,-15.584219,Spain,2022-03-25
Fringilla polatzeki,27.969574,-15.585346,Spain,2022-04-12
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-04-15
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-04-16
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-04-20
Fringilla polatzeki,27.934084,-15.553516,Spain,2022-05-02T10:42
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-05-07
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-05-08
Fringilla polatzeki,27.98782,-15.569436,Spain,2022-05-19
Fringilla polatzeki,27.987608,-15.578039,Spain,2022-05-19
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-06-06
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-06-24
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-25
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-06-26
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-26
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-09
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-17
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13
Fringilla polatzeki,27.923182,-15.688748,Spain,2022-09-19
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-10-14
Fringilla polatzeki,27.944149,-15.673431,Spain,2022-10-15
Fringilla polatzeki,27.949175,-15.654527,Spain,2022-10-15
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-10-28
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-11-04
Fringilla polatzeki,27.969975,-15.584659,Spain,2022-11-03
Fringilla polatzeki,27.946453,-15.662412,Spain,2022-12-01
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-12-07
Fringilla polatzeki,27.970346,-15.612688,Spain,2022-12-07
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17
Fringilla polatzeki,27.964811,-15.592865,Spain,2021-01-17
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-01-27
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-03-27
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-05-06
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-06-07
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-07-16
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-07-24
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-07-31
Fringilla polatzeki,27.970346,-15.612688,Spain,2021-07-31
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-01
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-06
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-08-07
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-08-02
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-08-21
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-01
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-18
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-20
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-09-25
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-22
Fringilla polatzeki,27.948631,-15.661071,Spain,2021-10-27
Fringilla polatzeki,27.954443,-15.648081,Spain,2021-10-27
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-11-16
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-11-21
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21
Fringilla polatzeki,27.966492,-15.583526,Spain,2021-11-23
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-12-05
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-12-22
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-12-22
Fringilla teydea,28.294214,-16.584732,Spain,2025-01-04T11:35Z
Fringilla teydea,28.385943,-16.487658,Spain,2025-01-04T11:36Z
Fringilla teydea,28.398387,-16.549983,Spain,2025-01-04T11:37Z
Fringilla teydea,28.397088,-16.507368,Spain,2025-01-22T11:55Z
Fringilla teydea,28.356671,-16.514998,Spain,2025-01-24T10:21:25Z
Fringilla teydea,28.368418,-16.562212,Spain,2025-01-24T10:19Z
Fringilla teydea,28.337154,-16.569692,Spain,2025-01-24T10:20Z
Fringilla teydea,28.375479,-16.59676,Spain,2025-01-24T12:32Z
Fringilla teydea,28.21521,-16.517021,Spain,2025-01-24T12:37Z
Fringilla teydea,28.353027,-16.473519,Spain,2025-01-24T11:29Z
Fringilla teydea,28.234039,-16.401213,Spain,2025-01-24T13:34Z
Fringilla teydea,28.386649,-16.743583,Spain,2025-01-25T13:36Z
Fringilla teydea,28.28714,-16.752153,Spain,2025-01-25T14:04Z
Fringilla teydea,28.253546,-16.734022,Spain,2025-01-25T14:59Z
Fringilla teydea,28.464322,-16.376344,Spain,2025-01-24T08:10Z
Fringilla teydea,28.281031,-16.836381,Spain,2025-01-31T14:39Z
Fringilla teydea,28.074027,-16.722782,Spain,2025-01-25T17:50Z
Fringilla teydea,28.13213,-16.755672,Spain,2025-01-28T14:57Z
Fringilla teydea,28.462199,-16.335254,Spain,2025-02-02T13:06Z
Fringilla teydea,28.341953,-16.7116,Spain,2025-02-10T17:25:12Z
Fringilla teydea,28.349816,-16.409417,Spain,2025-02-16T10:40:55Z
Fringilla teydea,28.107305,-16.718397,Spain,2025-02-19T16:18:51Z
Fringilla teydea,28.163498,-16.776165,Spain,2025-02-19T16:39:37Z
